"model","eco_fuel","energySource","engine_type","typePrivate"
"Kia Picanto 3-door",0,"Petrol","'1' 1.0 68bhp 5-speed manual","Car"
"Kia Picanto 5-door",0,"Petrol","'1' 1.0 68bhp 5-speed manual","Car"
"Kia Rio",0,"Petrol","1.4","Car"
"Kia Rio 2003 Model Year",0,"Petrol","1.3","Car"
"Kia Rio 3-door",0,"Petrol","'2' 1.4 107bhp","Car"
"Kia Rio 5-door",0,"Petrol","'2' 1.4 107bhp","Car"
"Kia Sedona",0,"Diesel","2.9","Car"
"Kia Sedona (2002 Model Year)",0,"Petrol","2.5 V6","Car"
"Kia Sedona 2003 Model Year",0,"Petrol","2.5","Car"
"Kia Shuma",0,"Petrol","1.8","Car"
"Kia Shuma II",0,"Petrol","1.8","Car"
"Kia Sorento",0,"Diesel","2.5","Car"
"Kia Sorento, Model Year 2011",0,"Diesel","2.2 CRDi 2WD","Car"
"Kia Soul",0,"Diesel","1.6","Car"
"Kia Sportage",0,"Diesel","2.0 CRDi","Car"
"Kia Sportage (2000 Model Year)",0,"Petrol","2.0 4WD","Car"
"Kia Sportage (2001 Model Year)",0,"Petrol","2.0 4WD","Car"
"Kia Venga",0,"Petrol","1.6","Car"
"Kia cee'd",0,"Diesel","1.6","Car"
"Kia cee'd SW",0,"Diesel","1.6","Car"
"Kia pro_cee'd",0,"Petrol","1.6","Car"
"LTI Taxi - TX4",0,"Diesel","2.5 Automatic","Car"
"LTI Taxi - TXI - EGR",0,"Diesel","2.7 Taxi/Hirecar","Car"
"LTI Taxi - TXII",0,"Diesel","2.4 Taxi/Hirecar","Car"
"Lamborghini Diablo Model Year 1997",0,"Petrol","Diablo 132","Car"
"Lamborghini Diablo Model Year 1998/1999",0,"Petrol","Diablo 132","Car"
"Lamborghini Diablo Model Year 2000",0,"Petrol","Diablo 132","Car"
"Lamborghini Diablo Model Year 2001",0,"Petrol","132","Car"
"Lamborghini Diablo Model Year 2002",0,"Petrol","132 SE","Car"
"Lamborghini Diablo Model Year 2003",0,"Petrol","Roadster L144","Car"
"Lamborghini Gallardo Model Year 2004",0,"Petrol","140","Car"
"Lamborghini Gallardo Model Year 2005",0,"Petrol","140","Car"
"Lamborghini Gallardo Model Year 2006",0,"Petrol","140 Coupé","Car"
"Lamborghini Gallardo Model Year 2007",0,"Petrol","140 Coupé","Car"
"Lamborghini Gallardo Model Year 2009",0,"Petrol","140 Coupé","Car"
"Lamborghini Gallardo, Model Year 2007",0,"Petrol","140 Coupé","Car"
"Lamborghini Gallardo, Model Year 2009",0,"Petrol","140 Coupé","Car"
"Lamborghini Murcielago Model Year 2004",0,"Petrol","147","Car"
"Lamborghini Murcielago Model Year 2005",0,"Petrol","147 coupé","Car"
"Lamborghini Murcielago Model Year 2006",0,"Petrol","147 Roadster","Car"
"Lamborghini Murcielago Model Year 2007",0,"Petrol","147 Roadster","Car"
"Lamborghini Murcielago, Model Year 2006",0,"Petrol","147 Roadster","Car"
"Lamborghini Murcielago, Model Year 2007",0,"Petrol","147 Roadster","Car"
"Lamborghini Murcielgo Model Year 2002/3",0,"Petrol","147","Car"
"Lamborghini Murcielgo Model Year 2004",0,"Petrol","147","Car"
"Land Rover Defender Station Wagon",0,"Diesel","2.5 TD5 110","Car"
"Land Rover Discovery 3",0,"Diesel","2.7 V6","Car"
"Land Rover Discovery 3 Model Year 2009",0,"Diesel","2.7 V6","Car"
"Land Rover Discovery 3, Model Year 2009",0,"Diesel","2.7 V6","Car"
"Land Rover Discovery 4",0,"Diesel","5.0 V8","Car"
"Land Rover Discovery 4 Model Year 2010",0,"Diesel","2.7 V6","Car"
"Land Rover Discovery 4, Model Year 2010",0,"Diesel","2.7 V6","Car"
"Land Rover Discovery 4, Model Year 2013",0,"Diesel","3.0L TDV6 210hp","Car"
"Land Rover Discovery Series II",0,"Diesel","4.0 V8","Car"
"Land Rover Freelander",0,"Diesel","2.0","Car"
"Land Rover Freelander 2",0,"Diesel","2.2 TD4 (112 kW - cDPF)","Car"
"Land Rover Freelander 2 , Model Year 2013",0,"Diesel","2.0L GTDI Automatic 4WD","Car"
"Land Rover Freelander 2 Model Year 2009",0,"Diesel","2.2 TD4 (112 kW - cDPF)","Car"
"Land Rover Freelander 2 Model Year 2010",0,"Diesel","2.2 TD4 (112 kW - cDPF)","Car"
"Land Rover Freelander 2, Model Year 2009",0,"Diesel","2.2 TD4 (112 kW - cDPF)","Car"
"Land Rover Freelander 2, Model Year 2010",0,"Diesel","2.2 TD4 (112 kW - cDPF)","Car"
"Land Rover New Range Rover",0,"Petrol","3.0","Car"
"Land Rover Range Rover",0,"Petrol","2.5","Car"
"Land Rover Range Rover Evoque",0,"Diesel","2.2 Station Wagon","Car"
"Land Rover Range Rover Evoque, Model Year 2013",0,"Diesel","2.0L GTDI Coupé & Station Wagon Automatic 4WD","Car"
"Land Rover Range Rover Model Year 2009",0,"Petrol","4.4 V8","Car"
"Land Rover Range Rover Model Year 2010",0,"Petrol","5.0 V8","Car"
"Land Rover Range Rover Sport",0,"Diesel","4.4 V8","Car"
"Land Rover Range Rover Sport Model Year 2009",0,"Petrol","4.4 V8 (2009 MY)","Car"
"Land Rover Range Rover Sport Model Year 2010",0,"Petrol","3.0 V6","Car"
"Land Rover Range Rover Sport, Model Year 2009",0,"Petrol","4.2 V8 Super Charged","Car"
"Land Rover Range Rover Sport, Model Year 2013",0,"Petrol","5.0L V8 Supercharged","Car"
"Land Rover Range Rover, Model Year 2009",0,"Petrol","4.4 V8","Car"
"Land Rover Range Rover, Model Year 2013",0,"Diesel","5.0L V8 Supercharged","Car"
"Lexus All Models",0,"Petrol","IS200","Car"
"Lexus CT MY2011",0,"Petrol Hybrid","CT200h","Car"
"Lexus CT200h, MY2013",0,"Petrol Hybrid","CT200h Advance","Car"
"Lexus GS",0,"Petrol","GS300","Car"
"Lexus GS MY2011",0,"Petrol Hybrid","GS450h 17' wheels","Car"
"Lexus GS MY2012",0,"Petrol Hybrid","GS250","Car"
"Lexus GS, MY2010",0,"Petrol Hybrid","GS450h 17' wheels","Car"
"Lexus GS, MY2012",0,"Petrol Hybrid","GS250 SE","Car"
"Lexus IS",0,"Petrol","IS250 Saloon","Car"
"Lexus IS F MY2012",0,"Petrol","ISF","Car"
"Lexus IS F, MY2012",0,"Petrol","ISF","Car"
"Lexus IS MY2010",0,"Petrol","IS250 Saloon","Car"
"Lexus IS MY2011",0,"Petrol","IS200d","Car"
"Lexus IS MY2012",0,"Petrol","IS250 Saloon","Car"
"Lexus IS250, MY2013",0,"Petrol","IS250 F Sport","Car"
"Lexus IS300h, MY2013",0,"Petrol","IS300h F Sport","Car"
"Lexus LFA MY2011",0,"Petrol","LFA","Car"
"Lexus LS",0,"Petrol","LS430","Car"
"Lexus LS MY2011",0,"Petrol Hybrid","LS600h LWB","Car"
"Lexus LS460, MY2013",0,"Petrol","LS460 F Sport","Car"
"Lexus LS600h, MY2013",0,"Petrol Hybrid","LS600h","Car"
"Lexus RX",0,"Petrol","RX300","Car"
"Lexus RX MY2011",0,"Petrol Hybrid","RX450h","Car"
"Lexus RX MY2012",0,"Petrol Hybrid","RX450h","Car"
"Lexus RX, MY2012",0,"Petrol Hybrid","RX450h F Sport","Car"
"Lexus SC",0,"Petrol","SC430","Car"
"Lotus Elise",0,"Petrol","Elise","Car"
"Lotus Elise S",0,"Petrol","2 seater sports cabriolet","Car"
"Lotus Esprit",0,"Petrol","Esprit Sport 350","Car"
"Lotus Europa",0,"Petrol","2 seater sports coupé","Car"
"Lotus Evora",0,"Petrol","Evora Sport Gearbox","Car"
"Lotus Exige",0,"Petrol","2 seater sports coupé","Car"
"Lotus Exige S",0,"Petrol","2 seater sports coupé","Car"
"MG Motors UK MG 6",0,"Petrol","GT","Car"
"MG Motors UK MG 6, From April 2012",0,"Petrol","GT","Car"
"MG Motors Uk MG 6",0,"Petrol","GT","Car"
"MG Motors Uk MG 6 From April 2012",0,"Petrol","GT","Car"
"MG Motors Uk MG TF",0,"Petrol","135","Car"
"MG Rover Group CityRover",0,"Petrol","Solo / Sprite / Select / Style","Car"
"MG Rover Group MG F",0,"Petrol","1.8i","Car"
"MG Rover Group MG TF",0,"Petrol","115","Car"
"MG Rover Group MG ZR",0,"Petrol","160","Car"
"MG Rover Group MG ZS",0,"Petrol","120 Stepspeed","Car"
"MG Rover Group MG ZT",0,"Petrol","CDTi - 85kW","Car"
"MG Rover Group MG ZT-T",0,"Petrol","CDTi - 85kW","Car"
"MG Rover Group MGF",0,"Petrol","1.8i","Car"
"MG Rover Group Rover 25",0,"Petrol","1.6","Car"
"MG Rover Group Rover 45",0,"Petrol","1.8","Car"
"MG Rover Group Rover 75",0,"Petrol","2.5 V6","Car"
"MG Rover Group Rover 75 Limousine",0,"Diesel","2.5","Car"
"MG Rover Group Rover 75 Saloon",0,"Petrol","2.5","Car"
"MG Rover Group Rover 75 Tourer",0,"Petrol","2.5","Car"
"MG Rover Group Streetwise",0,"Petrol","1.8","Car"
"Maserati 3200 GT Coupé",0,"Petrol","3200 GT Coupé","Car"
"Maserati All Models",0,"Petrol","3200 GT Coupé","Car"
"Maserati Coup&",0,,,"Car"
"Maserati Coupe",0,"Petrol","Cambiocorsa (Electro-hydraulically controlled manual gear selection)","Car"
"Maserati Coupé",0,"Petrol","Cambiocorsa (Electro-hydraulically controlled manual gear selection)","Car"
"Maserati Coupé Gransport",0,"Petrol","Cambiocorsa","Car"
"Maserati Grancabrio",0,"Petrol","Automatic","Car"
"Maserati Grancabrio Sport",0,"Petrol","Automatic","Car"
"Maserati Granturismo",0,"Petrol","Automatic","Car"
"Maserati MC12",0,"Petrol","Cambiocorsa (Electro-hydraulically controlled manual gear selection)","Car"
"Maserati Quattroporte",0,"Petrol","Automatic","Car"
"Maserati Spyder",0,"Petrol","Cambiocorsa (Electro-hydraulically controlled manual gear selection)","Car"
"Maserati Spyder Gransport",0,"Petrol","Cambiocorsa","Car"
"Mazda 121",0,"Petrol","1.25","Car"
"Mazda 323",0,"Petrol","1.6","Car"
"Mazda 626",0,"Petrol","2.0 100kW (136ps)","Car"
"Mazda CX-5",0,"Diesel","2.2 SKYACTIV-D (150PS) 2WD","Car"
"Mazda CX-5 Model Year 2012",0,"Diesel","2.2 SKYACTIV-D (150PS) 2WD","Car"
"Mazda CX-7",0,"Petrol","2.3","Car"
"Mazda CX-7 Model Year 2009",0,"Diesel","2.2","Car"
"Mazda CX-7, Model Year 2009",0,"Diesel","2.2","Car"
"Mazda Demio",0,"Petrol","1.5","Car"
"Mazda MPV",0,"Petrol","2.0","Car"
"Mazda MPV (FL)",0,"Petrol","2.3","Car"
"Mazda MX - 5",0,"Petrol","1.6","Car"
"Mazda MX - 5 (2004 MY)",0,"Petrol","1.6","Car"
"Mazda MX - 5 (2005 MY)",0,"Petrol","1.8","Car"
"Mazda MX-5",0,"Petrol","2.0 6 speed","Car"
"Mazda MX-5 (2005 MY)",0,"Petrol","1.8","Car"
"Mazda MX-5 (2009MY)",0,"Petrol","2.0 6 speed","Car"
"Mazda MX-5 Model Year 2011",0,"Petrol","2.0","Car"
"Mazda MX-5, Model Year 2009",0,"Petrol","2.0 6 speed","Car"
"Mazda MX-5, Model Year 2011",0,"Petrol","1.8","Car"
"Mazda Mazda2",0,"Petrol","1.4","Car"
"Mazda Mazda2 (2003 MY)",0,"Petrol","1.4 (14' tyre)","Car"
"Mazda Mazda2 (2004 MY)",0,"Petrol","1.4","Car"
"Mazda Mazda2 (2007 MY)",0,"Petrol","1.3 (55 kW)","Car"
"Mazda Mazda2 Model Year 2011",0,"Petrol","1.5 3/5 Door (102PS)","Car"
"Mazda Mazda2, Model Year 2007",0,"Petrol","1.3 3 Door (75PS/55kW)","Car"
"Mazda Mazda2, Model Year 2010",0,"Petrol","1.5 3/5 Door (102PS)","Car"
"Mazda Mazda3",0,"Petrol","1.6 4/5 Door","Car"
"Mazda Mazda3 (2006 MY f/l)",0,"Petrol","1.4 5 Door","Car"
"Mazda Mazda3 (2006 MY facelift)",0,"Petrol","1.4 5 Door","Car"
"Mazda Mazda3 (2006 MY)",0,"Petrol","1.4 5 Door","Car"
"Mazda Mazda3 (2009 MY)",0,"Petrol","1.6 4/5 Door","Car"
"Mazda Mazda3 Model Year 2009",0,"Petrol","1.6 5 Door","Car"
"Mazda Mazda3 Model Year 2010",0,"Diesel","1.6 (115PS)","Car"
"Mazda Mazda3 Model Year 2012",0,"Petrol","1.6 5 Door","Car"
"Mazda Mazda3, Model Year 2009",0,"Petrol","1.6 4/5 Door","Car"
"Mazda Mazda3, Model Year 2010",0,"Diesel","1.6 (115PS)","Car"
"Mazda Mazda5",0,"Petrol","1.8","Car"
"Mazda Mazda5 (2008 MY)",0,"Petrol","2","Car"
"Mazda Mazda5 Model Year 2010",0,"Petrol","1.6 D","Car"
"Mazda Mazda5, Model Year 2008",0,"Petrol","1.8","Car"
"Mazda Mazda5, Model Year 2010",0,"Petrol","1.6","Car"
"Mazda Mazda6",0,"Petrol","2.0 Estate","Car"
"Mazda Mazda6 (2004 MY)",0,"Petrol","2.0 Estate","Car"
"Mazda Mazda6 (2005 MY)",0,"Petrol","2.0 Estate","Car"
"Mazda Mazda6 (2008 MY)",0,"Petrol","2.0 Estate","Car"
"Mazda Mazda6 (2009 MY)",0,"Diesel","2.2 4 Door (163PS)","Car"
"Mazda Mazda6 Model Year 2009",0,"Petrol","2.0 Estate","Car"
"Mazda Mazda6 Model Year 2010",0,"Petrol","2.0 Estate","Car"
"Mazda Mazda6 Model Year 2011",0,"Diesel","2.2 5 Door (163PS)","Car"
"Mazda Mazda6, Model Year 2008",0,"Petrol","2.0 Estate","Car"
"Mazda Mazda6, Model Year 2009",0,"Diesel","2.2 4 Door (163PS)","Car"
"Mazda Mazda6, Model Year 2010",0,"Petrol","2.0 Estate","Car"
"Mazda Premacy",0,"Petrol","2.0","Car"
"Mazda RX - 8",0,"Petrol","192 PS","Car"
"Mazda RX-8",0,"Petrol","192 PS","Car"
"Mazda RX-8 R3",0,"Petrol","231PS","Car"
"Mazda Tribute",0,"Petrol","2.0 4x2","Car"
"Mazda Xedos 9",0,"Petrol","2.5","Car"
"McLaren MP4-12C",0,"Petrol","2 door 2 seater coupé sports muffler","Car"
"Mercedes-Benz A-Class (169) Model Year 2009",0,"Diesel","A 150 185 Tyres at rear","Car"
"Mercedes-Benz A-Class (C169) 3 Door",0,"Diesel","A150 185 Tyres","Car"
"Mercedes-Benz A-Class (C169) 3 Door MY09",0,"Diesel","A 150 185 Tyres at rear","Car"
"Mercedes-Benz A-Class (W168)",0,"Petrol","A 140 Hatchback","Car"
"Mercedes-Benz A-Class (W168) Hatchback",0,"Petrol","A 190","Car"
"Mercedes-Benz A-Class (W169) 5 Door",0,"Diesel","A150 185 Tyres","Car"
"Mercedes-Benz A-Class (W169) 5 Door MY09",0,"Diesel","A 150 185 Tyres at rear","Car"
"Mercedes-Benz A-Class 3 door Model Year 2010",0,"Petrol","A 160 BlueEFFICIENCY with 15' rear wheels","Car"
"Mercedes-Benz A-Class 5 Door Model Year 2011",0,"Petrol","A 160 CDI with 15 inch rear wheels","Car"
"Mercedes-Benz A-Class 5 Door, Model Year 2011",0,"Petrol","A 180 CDI with 15' rear wheels","Car"
"Mercedes-Benz A-Class 5 door Model Year 2010",0,"Petrol","A 160 BlueEFFICIENCY with 15' rear wheels","Car"
"Mercedes-Benz A-Class Model Year 2010",0,"Diesel","A 180 CDI with 15' rear wheels","Car"
"Mercedes-Benz A-Class, Model Year 2013",0,"Petrol","A 180 CDI with 16' rear wheels","Car"
"Mercedes-Benz A-Class, Model Year 2014",0,"Petrol","A 180 CDI with 16' rear wheels","Car"
"Mercedes-Benz B Class",0,"Petrol","B150 205 Tyres at rear","Car"
"Mercedes-Benz B-Class (245) Saloon Model Year 2009",0,"Petrol","B 150 195/205 Tyres at rear","Car"
"Mercedes-Benz B-Class (T245)",0,"Petrol","B150 205 Tyres at rear","Car"
"Mercedes-Benz B-Class (T245) MY09",0,"Petrol","B 150 195/205 Tyres at rear","Car"
"Mercedes-Benz B-Class Model Year 2010",0,"Petrol","B 160 BlueEFFICIENCY with 195/65 15' or 205/55 16' rear wheels","Car"
"Mercedes-Benz B-Class Model Year 2012",0,"Diesel","B 180 CDI with 16 inch rear wheels","Car"
"Mercedes-Benz B-Class Saloon Model Year 2010",0,"Diesel","B 160 with 195/65 15' or 205/55 16' rear wheels","Car"
"Mercedes-Benz B-Class, Model Year 2011",0,"Diesel","B 160 with 15' & 16' rear wheels","Car"
"Mercedes-Benz B-Class, Model Year 2013",0,"Diesel","B 180 CDI with 16' rear wheels","Car"
"Mercedes-Benz B-Class, Model Year 2014",0,"Diesel","B 180 CDI with 16' rear wheels","Car"
"Mercedes-Benz C Class Estate (F/Lift)",0,"Petrol","C180 Kompressor 245 Tyres","Car"
"Mercedes-Benz C Class Saloon (F/Lift)",0,"Petrol","C180 Kompressor 245 Tyres","Car"
"Mercedes-Benz C Class Sports Coupé (F/Lift)",0,"Petrol","C180 Kompressor 245 Tyres","Car"
"Mercedes-Benz C-Class (204) Estate Model Year 2009",0,"Petrol","C 180 205 Tyres at rear","Car"
"Mercedes-Benz C-Class (204) Saloon Model Year 2009",0,"Petrol","C 200 CDI no DPF 205 Tyres at rear","Car"
"Mercedes-Benz C-Class (S202)",0,"Petrol","C 200 Kompressor Estate","Car"
"Mercedes-Benz C-Class (S202) Estate",0,"Petrol","C180","Car"
"Mercedes-Benz C-Class (W202)",0,"Petrol","C 180 Saloon","Car"
"Mercedes-Benz C-Class (W202) Saloon",0,"Petrol","C 220 CDI","Car"
"Mercedes-Benz C-Class Coupé Model Year 2012",0,"Petrol","C 180 with 18 inch rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Coupé Model Year 2013",0,"Petrol","C 180 with 18' rear wheels","Car"
"Mercedes-Benz C-Class Coupé Model Year 2014",0,"Petrol","C 180 with 18' rear wheels","Car"
"Mercedes-Benz C-Class Coupé, Model Year 2012",0,"Petrol","C 180 with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Coupé, Model Year 2013",0,"Diesel","C 220 CDI with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Estate (S203)",0,"Petrol","C180 Kompressor 245 Tyres","Car"
"Mercedes-Benz C-Class Estate (S204)",0,"Petrol","C 180 205 Tyres at rear","Car"
"Mercedes-Benz C-Class Estate Model Year 2010",0,"Diesel","C 200 CDI BlueEFFICIENCY with 205/55 16' rear wheels","Car"
"Mercedes-Benz C-Class Estate Model Year 2012",0,"Diesel","C 180 with 18 inch rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Estate Model Year 2013",0,"Petrol","C 180 with 16' rear wheels","Car"
"Mercedes-Benz C-Class Estate, Model Year 2011",0,"Diesel","C 180 CGI with 16' rear wheels 205/55 Tyres","Car"
"Mercedes-Benz C-Class Estate, Model Year 2012",0,"Diesel","C 180 with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Estate, Model Year 2013",0,"Diesel","C 220 CDI with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Model Year 2010",0,"Petrol","C 180 Kompessor  BlueEFFICIENCY with 205/55 16' rear wheels","Car"
"Mercedes-Benz C-Class Saloon (W203)",0,"Diesel","C180 Kompressor 205/225 Tyres at rear","Car"
"Mercedes-Benz C-Class Saloon (W204)",0,"Petrol","C 200 CDI no DPF 205 Tyres at rear","Car"
"Mercedes-Benz C-Class Saloon Model Year 2010",0,"Diesel","C 200 CDI BlueEFFICIENCY with 205/55 16' rear wheels","Car"
"Mercedes-Benz C-Class Saloon Model Year 2012",0,"Diesel","C 180 with 18 inch rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Saloon Model Year 2013",0,"Petrol","C 180 with 17' rear wheels","Car"
"Mercedes-Benz C-Class Saloon Model Year 2014",0,"Petrol","C 180 with 17' rear wheels","Car"
"Mercedes-Benz C-Class Saloon, Model Year 2011",0,"Diesel","C 180 CGI with 16' rear wheels 205/55 Tyres","Car"
"Mercedes-Benz C-Class Saloon, Model Year 2012",0,"Diesel","C 180 with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Saloon, Model Year 2013",0,"Diesel","C 220 CDI with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz C-Class Saloon, Model Year 2014",0,"Diesel","C 200 CDI with 16' rear wheels 205/55 Tyres ECO Start/Stop","Car"
"Mercedes-Benz C-Class Sports Coupé (C203)",0,"Petrol","C180 Kompressor 245 Tyres at rear","Car"
"Mercedes-Benz CL Class Model Year 2012",0,"Petrol","CL 500 with 19 inch rear wheels","Car"
"Mercedes-Benz CL Class, Model Year 2011",0,"Petrol","CL 500 with 19' rear wheels","Car"
"Mercedes-Benz CL Class, Model Year 2012",0,"Petrol","CL 500 with 20' rear wheels","Car"
"Mercedes-Benz CL-Class (216) Model Year 2009",0,"Petrol","CL 65 AMG","Car"
"Mercedes-Benz CL-Class (C215)",0,"Petrol","CL 500 (ZEV) Coupé","Car"
"Mercedes-Benz CL-Class (C215) Coupé",0,"Petrol","CL 500","Car"
"Mercedes-Benz CL-Class (C216) Coupé",0,"Petrol","CL500","Car"
"Mercedes-Benz CL-Class Coupé (C216)",0,"Petrol","CL 65 AMG","Car"
"Mercedes-Benz CL-Class Coupé Model Year 2010",0,"Petrol","CL 500","Car"
"Mercedes-Benz CL-Class Model Year 2010",0,"Petrol","CL 600 with 275/45 18' or 275/40 19' or 275/35 20' rear wheels","Car"
"Mercedes-Benz CL-Class, Model Year 2013",0,"Petrol","CL 500 with 19' rear wheels","Car"
"Mercedes-Benz CL-Class, Model Year 2014",0,"Petrol","CL 500 with 19' rear wheels","Car"
"Mercedes-Benz CLA-Class Model Year 2013",0,"Petrol","CLA 220 CDI with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz CLA-Class Model Year 2014",0,"Diesel","CLA 220 CDI with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz CLC-Class",0,"Petrol","CLC 180 Kompressor 205 Tyres at rear","Car"
"Mercedes-Benz CLC-Class Coupé Model Year 2009",0,"Petrol","CLC 180 Kompressor 205 Tyres at rear","Car"
"Mercedes-Benz CLC-Class Coupé Model Year 2010",0,"Petrol","CLC 160  BlueEFFICIENCY with 195/60 16' rear wheels","Car"
"Mercedes-Benz CLC-Class, Model Year 2011",0,"Petrol","CLC 160 with 16' rear wheels","Car"
"Mercedes-Benz CLK (A208)",0,"Petrol","CLK 200 Kompressor Cabriolet","Car"
"Mercedes-Benz CLK (A208) Cabriolet",0,"Petrol","CLK 200 Kompressor","Car"
"Mercedes-Benz CLK (A209) Cabriolet",0,"Petrol","CLK200 Kompressor (225 Tyres)","Car"
"Mercedes-Benz CLK (C208) Coupé",0,"Petrol","CLK 200 Kompressor","Car"
"Mercedes-Benz CLK (C209) Coupé",0,"Petrol","CLK 200 Kompressor (225 Tyres)","Car"
"Mercedes-Benz CLK Cabriolet (209) Model Year 2009",0,"Petrol","CLK 200 Kompressor 225 Tyres at rear","Car"
"Mercedes-Benz CLK Cabriolet (A209)",0,"Petrol","CLK 200 Kompressor 225 Tyres at rear","Car"
"Mercedes-Benz CLK Coupé (209) Model Year 2009",0,"Petrol","CLK 200 Kompressor 225 Tyres at rear","Car"
"Mercedes-Benz CLK Coupé (C209)",0,"Petrol","CLK 200 Kompressor 225 Tyres at rear","Car"
"Mercedes-Benz CLK-Class (C208)",0,"Petrol","CLK 200 Kompressor Coupé","Car"
"Mercedes-Benz CLK-Class (C208) Coupé",0,"Petrol","CLK 200 Kompressor","Car"
"Mercedes-Benz CLS Shooting Brake Model Year 2014",0,"Petrol","CLS 63 AMG with 19' rear wheels","Car"
"Mercedes-Benz CLS Shooting Brake, Model Year 2013",0,"Diesel","CLS 250 CDI with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz CLS Shooting Brake, Model Year 2014",0,"Diesel","CLS 250 CDI with 18' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz CLS-Class (219) Model Year 2009",0,"Petrol","CLS 350 CGI 245 Tyres at rear","Car"
"Mercedes-Benz CLS-Class (C219)",0,"Petrol","CLS350 245 Tyres at rear","Car"
"Mercedes-Benz CLS-Class Model Year 2010",0,"Diesel","CLS 350 CDI with 245/45 17' or 245/40 18' rear wheels","Car"
"Mercedes-Benz CLS-Class Model Year 2012",0,"Petrol","CLS 250 CDI with 18 inch rear wheels ECO Start/Stop","Car"
"Mercedes-Benz CLS-Class Model Year 2014",0,"Petrol","CLS 63 AMG with 19' rear wheels","Car"
"Mercedes-Benz CLS-Class, Model Year 2011",0,"Diesel","CLS 350 CDI with 19' rear wheels","Car"
"Mercedes-Benz CLS-Class, Model Year 2012",0,"Petrol","CLS 350 CDI with 19' rear wheels","Car"
"Mercedes-Benz CLS-Class, Model Year 2013",0,"Petrol","CLS 350 CDI with 19' rear wheels","Car"
"Mercedes-Benz CLS-Class, Model Year 2014",0,"Diesel","CLS 350 CDI with 19' rear wheels","Car"
"Mercedes-Benz E Class (S211) Estate",0,"Diesel","E200 Kompressor (205 Tyres)","Car"
"Mercedes-Benz E Class (W211) Saloon",0,"Petrol","E200 Kompressor (205 Tyres)","Car"
"Mercedes-Benz E-Class (S210)",0,"Petrol","E 200 Kompressor Estate","Car"
"Mercedes-Benz E-Class (S210) Estate",0,"Petrol","E 200 Kompressor","Car"
"Mercedes-Benz E-Class (W210)",0,"Petrol","E 200 Kompressor Saloon","Car"
"Mercedes-Benz E-Class (W210) Saloon",0,"Petrol","E 220 CDI","Car"
"Mercedes-Benz E-Class Cabriolet Model Year 2010",0,"Diesel","E 200 CGI BlueEFFICIENCY with 235/45 17' rear wheels","Car"
"Mercedes-Benz E-Class Cabriolet Model Year 2012",0,"Diesel","E 200 with 18 inch & 19 inch rear wheels ECO Start/Stop","Car"
"Mercedes-Benz E-Class Cabriolet Model Year 2014",0,"Petrol","E 200 with 18' and 19' rear wheels","Car"
"Mercedes-Benz E-Class Cabriolet, Model Year 2011",0,"Petrol","E 200 CGI with 17' rear wheels","Car"
"Mercedes-Benz E-Class Cabriolet, Model Year 2013",0,"Diesel","E 250 CDI with 17' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz E-Class Cabriolet, Model Year 2014",0,"Diesel","E 220 CDI with 18' and 19' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz E-Class Coupé Model Year 2010",0,"Petrol","E 200 CGI BlueEFFICIENCY with 255/40 17' or 255/35 18' rear wheels","Car"
"Mercedes-Benz E-Class Coupé Model Year 2012",0,"Diesel","E 250 CDI with 17 inch rear wheels ECO Start/Stop","Car"
"Mercedes-Benz E-Class Coupé, Model Year 2011",0,"Petrol","E 200 CGI with 17' rear wheels","Car"
"Mercedes-Benz E-Class Coupé, Model Year 2012",0,"Petrol","E 200 CGI with 17' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz E-Class Coupé, Model Year 2013",0,"Diesel","E 250 CDI with 17' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz E-Class Coupé, Model Year 2014",0,"Diesel","E 220 CDI with 18' and 19' rear wheels ECO Start/Stop","Car"
"Mercedes-Benz E-Class Estate (S211)",0,"Petrol","E200 Kompressor 245/265 Tyres at rear","Car"
"Mercedes-Benz E-Class Estate Model Year 2009",0,"Petrol","E200 Kompressor 245/265 Tyres at rear","Car"
"Mercedes-Benz E-Class Estate Model Year 2010",0,"Diesel","E 200 CGI BlueEFFICIENCY with 225/55 16' rear wheels","Car"
"Mercedes-Benz E-Class Estate Model Year 2012",0,"Diesel","E 220 CDI with 17 inch rear wheels ECO Start/Stop","Car"
